character_id,voice_actor_id,voice_actor_name,voice_actor_language
193571,38438,"Amasaki, Kouhei",Japanese
193134,40511,"Nakashima, Yuki",Japanese
193576,34615,"Kobayashi, Chikahiro",Japanese
193577,26063,"Ueda, Reina",Japanese
215912,17215,"Tanezaki, Atsumi",Japanese
215916,602,"Sonozaki, Mie",Japanese
193573,36479,"Hamano, Daiki",Japanese
193572,60014,"Suzuki, Ayu",Japanese
255103,57949,"Kajita, Daishi",Japanese
255104,64169,"Ono, Motoharu",Japanese
255692,27017,"Mori, Nanako",Japanese
215915,17661,"Arai, Ryouhei",Japanese
255691,22423,"Masumoto, Takuya",Japanese
255102,54016,"Hinata, Minami",Japanese
193575,39460,"Suzuki, Minori",Japanese
226837,47669,"Miyashita, Saki",Japanese
218817,45025,"Suzuki, Ryouta",Japanese
218817,32513,"Tsukui, Ayami",Japanese
253273,49683,"Tamegai, Hana",Japanese
256342,43279,"Kohara, Konomi",Japanese
255700,58352,"Sasa, Tsubasa",Japanese
252893,395,"Inada, Tetsu",Japanese
252549,21,"Inoue, Kazuhiko",Japanese
252896,42514,"Kameyama, Yuuji",Japanese
255392,57921,"Kikuchi, Michitake",Japanese
253274,97,"Toriumi, Kousuke",Japanese
255100,685,"Matsuyama, Takashi",Japanese
252897,21425,"Iwasawa, Toshiki",Japanese
253275,21425,"Iwasawa, Toshiki",Japanese
250889,95,"Suwabe, Junichi",Japanese
253601,39127,"Kasama, Jun",Japanese
253276,893,"Kusunoki, Taiten",Japanese
249055,37162,"Hirayama, Emi",Japanese
249056,30901,"Naganawa, Maria",Japanese
250888,53285,"Shioiri, Asuka",Japanese
249050,41752,"Mizunaka, Masaaki",Japanese
250887,40393,"Watada, Misaki",Japanese
254630,819,"Ono, Kensho",Japanese
253954,42514,"Kameyama, Yuuji",Japanese
255099,344,"Miyata, Kouki",Japanese
253955,477,"Yanaka, Hiroshi",Japanese
253952,40432,"Sawashiro, Chiharu",Japanese
249052,857,KENN,Japanese
247283,32513,"Tsukui, Ayami",Japanese
254627,47222,"Akasaka, Masayuki",Japanese
253953,12615,"Takeuchi, Ryouta",Japanese
252894,1538,"Aoyama, Yutaka",Japanese
254629,77,"Asano, Masumi",Japanese
254625,720,"Miyake, Kenta",Japanese
218818,28047,"Nanami, Karin",Japanese
250886,47873,"Ueda, Hitomi",Japanese
256035,49683,"Tamegai, Hana",Japanese
249059,48147,"Maeda, Kaori",Japanese
249058,869,"Hayami, Saori",Japanese
247284,70,"Koshimizu, Ami",Japanese
254628,57369,"Tamai, Yuuki",Japanese
249057,21971,"Yamashita, Daiki",Japanese
252173,22,"Miki, Shinichiro",Japanese
169654,270,"Okamoto, Nobuhiko",Japanese
169654,52929,"Diniz, Danilo",Portuguese (BR)
169654,57210,"Piedra, José Luis",Spanish
171556,869,"Hayami, Saori",Japanese
171556,55784,"Munuera, Viviane",Portuguese (BR)
171556,63298,"Baltazar, Sofía",Spanish
250524,68,"Yusa, Kouji",Japanese
250524,65779,"Rogé, Tom",Portuguese (BR)
250525,57302,"Abo, Maria",Japanese
250525,56415,"Gmurczyk, Carla",Portuguese (BR)
253599,77511,"Ishizawa, Mei",Japanese
253599,52930,"Guilen, Nathalia",Portuguese (BR)
250523,95,"Suwabe, Junichi",Japanese
250523,55781,"Henrique, Celso",Portuguese (BR)
250523,56591,"Rojas, Tommy",Spanish
182110,48781,"Narumi, Mai",Japanese
182110,55934,"Rodarte, Valenthina",Portuguese (BR)
250526,50226,"Satou, Minako",Japanese
250526,65463,"Martins, Gabi",Portuguese (BR)
250526,66324,"Longo, Agostina",Spanish
253600,64713,"Ojika, Nao",Japanese
253600,55754,"Guedes, Mari",Portuguese (BR)
253600,78777,"Rosminati, Natalia",Spanish
238451,86,"Fukuyama, Jun",Japanese
238451,8660,"Hearnsberger, Brandon",English
238451,46487,"Albuquerque, Filipe",Portuguese (BR)
238451,26523,"Bourlé, Bastien",French
238449,70001,"Yamaguchi, Reigo",Japanese
238449,14267,"Jackson, Jovan",English
238449,76792,"Rodrigues, Geovani",Portuguese (BR)
238449,56876,"Marc, Baptiste",French
238452,12480,"Kimura, Subaru",Japanese
238452,1848,"Love, Andrew",English
238452,72613,"Lira, Luciano",Portuguese (BR)
238452,65568,"Lassère, Yannick",French
238450,160,"Koyasu, Takehito",Japanese
238450,69785,"Judge, Sean Patrick",English
238450,76793,"Urco, Bruno",Portuguese (BR)
238450,57117,"Krüger, David",French
158806,53242,"Nagase, Anna",Japanese
158806,44486,"Hoch, Karlii",English
158806,57836,"Fonseca, Karina",Portuguese (BR)
158806,56254,"Baradat, Claire",French
251871,47739,"Ban, Taito",Japanese
251871,77485,"Campos, Lucas",Portuguese (BR)
242836,40,"Noto, Mamiko",Japanese
242836,44568,"Duran, Patricia",English
242836,45396,"Dias, Krysna",Portuguese (BR)
242836,56213,"Caruso, Lisa",French
242837,10094,"Fukushima, Jun",Japanese
242837,473,"Gremillion, John",English
242837,72353,"Magalhães, Luciano",Portuguese (BR)
242837,26393,"Nouel, Antoine",French
251135,93,"Itou, Shizuka",Japanese
251135,38724,"Kelly, Christina",English
251135,77487,"Ciuldin, Nay",Portuguese (BR)
242835,26063,"Ueda, Reina",Japanese
242835,189,"Christian, Luci",English
242835,57725,"Veppo, Tamara",Spanish
242835,56213,"Caruso, Lisa",French
242835,77486,"Dias, Victoria",Portuguese (BR)
242833,38359,"Yashiro, Taku",Japanese
242833,61050,"Gee, Jeremy",English
242833,76791,"Kebreds, Paulo",Portuguese (BR)
242833,55994,"Bédrune, Jérémie",French
157166,34209,"Umehara, Yuuichirou",Japanese
157166,37373,"Gibbs, Scott",English
157166,39455,"Simões, Márcio",Portuguese (BR)
157166,55434,"Maurille, Marc",French
242834,11030,"Anzai, Chika",Japanese
242834,77483,"Silva, Camila",Portuguese (BR)
242834,55725,"Homs, Emmylou",French
251136,45495,"Kiuchi, Tarou",Japanese
251136,77485,"Campos, Lucas",Portuguese (BR)
251136,31617,"Kramer, Julien",French
251136,73871,"P., Joe",English
255156,27,"Tamura, Yukari",Japanese
255156,61046,"Kelly, Jade",English
251133,926,"Ueda, Youji",Japanese
251133,77484,"Sheep, Bruno",Portuguese (BR)
251133,55406,"Moreau, Clément",French
251134,337,"Ootsuka, Houchuu",Japanese
251134,200,"Hickman, Jay",English
251134,58307,"Lyrio, Ingo",Portuguese (BR)
242832,103,Kujira,Japanese
242832,76282,"Thomas, Jasmine Renee",English
242832,76373,"Riemer, Adriana",Portuguese (BR)
192452,64887,"Yuikawa, Asaki",Japanese
192452,37861,"Trott, Abby",English
192452,74145,"Saint-Martin, Aurore",French
192452,44721,"Moreno, Susana",Spanish
192452,53390,"Nogueira, Bruna",Portuguese (BR)
194767,513,"Nakamura, Yuuichi",Japanese
194767,16775,"Fajardo, Ricco",English
194767,26503,"Zylberberg, Jérémy",French
194767,43664,"Alonso, Renan",Portuguese (BR)
194767,61759,"Ruiz Padilla, Ditter",Spanish
254767,54001,"Saitou, Masaki",Japanese
208930,17635,"Furukawa, Makoto",Japanese
208930,15791,"Nomura, Kanako",Japanese
194765,20,"Konishi, Katsuyuki",Japanese
194765,50529,"Scott, Jonah",English
194765,74163,"Bonnasseau, Vincent",French
194765,57299,"López, Óscar",Spanish
194765,43798,"Juarez, Ricardo",Portuguese (BR)
194765,66228,"Sakurai, Miyuki",Japanese
208928,11840,"Kondou, Hironori",Japanese
253417,47499,"Echigoya, Kousuke",Japanese
208943,45624,"Hori, Soushirou",Japanese
208948,12524,"Komatsu, Fuminori",Japanese
208948,55742,"Casemiro, Bruno",Portuguese (BR)
208914,60239,"Toya, Kikunosuke",Japanese
208914,52929,"Diniz, Danilo",Portuguese (BR)
208944,1659,"Nara, Tooru",Japanese
208944,53025,"Gonzalez, Silvio",Portuguese (BR)
255777,10984,"Hirota, Minoru",Japanese
255777,60320,"Leblanc, Éric",French
255777,55776,"Gasperini, Mauro",Portuguese (BR)
208933,229,"Imaruoka, Atsushi",Japanese
208933,55793,"Loureiro, Leandro",Portuguese (BR)
208933,78047,"Sundberg, Yann",French
252998,12737,"Nagatsuma, Juri",Japanese
252997,12588,"Miyake, Marie",Japanese
208924,395,"Inada, Tetsu",Japanese
192453,47086,"Tadokoro, Hinata",Japanese
192453,55776,"Gasperini, Mauro",Portuguese (BR)
208915,671,"Terasaki, Yuka",Japanese
208915,57195,"González, Desireé",Spanish
208915,55754,"Guedes, Mari",Portuguese (BR)
208915,61990,"Bernard, Ophélie",French
208940,77581,"Yamamoto, Takahiro",Japanese
208940,56660,"Marais, Stéphane",French
208940,55785,"Vergani, Gustavo",Portuguese (BR)
252296,46255,"Miyazaki, Yuu",Japanese
252296,77998,"DociL, Gustavo",Portuguese (BR)
252296,78046,"Lhommas, Benjamin",French
208913,6686,"Yuuki, Aoi",Japanese
208913,61838,"Robrock, Kaitlyn",English
208913,55021,"Orsat, Alice",French
208913,45407,"Ferraz, Fernando",Portuguese (BR)
208946,756,"Katsu, Anri",Japanese
208932,11607,"Yamaguchi, Ryuu",Japanese
208932,47178,"Guedes, Jonathan",Portuguese (BR)
208931,7699,"Miyauchi, Atsushi",Japanese
208931,47180,"Spatziani, Mário",Portuguese (BR)
208931,67966,"Petronijevic, Sacha",French
208953,5,"Suzumura, Kenichi",Japanese
194769,48122,"Suzushiro, Sayumi",Japanese
194769,51222,"Cox, Brittany",English
194769,57587,"Gatto, Cécile",French
194769,54115,"Custodi, Stephany",Portuguese (BR)
252291,10777,"Takaoka, Binbin",Japanese
252291,43989,"Vivona, Ênio",Portuguese (BR)
252292,76829,"Kusano, Shunpei",Japanese
252292,43961,"de Andrade, Mário Jorge",Portuguese (BR)
208917,57369,"Tamai, Yuuki",Japanese
208917,78048,"Carbonnier, Pierre",French
253001,27459,"Matsuda, Satsumi",Japanese
253001,67317,"Valantine, Marion",French
253001,56736,"Casas, Adriana",Spanish
253001,55803,"Vechin, Gisele",Portuguese (BR)
194770,24209,"Hino, Mari",Japanese
194770,41329,"Tirado, Jeannie",English
194770,56335,"Carmes, Mathilde",French
194770,45667,"Magno, Carloz",Portuguese (BR)
208939,1538,"Aoyama, Yutaka",Japanese
208939,50266,"Goff, Kellen",English
208939,37669,"Ramos, Mauro",Portuguese (BR)
208939,57705,"Cohen, Raphaël",French
208949,45025,"Suzuki, Ryouta",Japanese
208949,43857,"Almeida, Lucas",Portuguese (BR)
208949,50839,"Colt Levy, Ryan",English
208929,54230,"Kuramochi, Wakana",Japanese
208929,72617,"Jardim, Linn",Portuguese (BR)
256449,51864,"Miyazono, Takumu",Japanese
252294,27459,"Matsuda, Satsumi",Japanese
252294,59305,"Tovar, Karla",Spanish
252294,56335,"Carmes, Mathilde",French
252294,72617,"Jardim, Linn",Portuguese (BR)
252293,37558,"Seki, Kouji",Japanese
252293,43709,"Marques, Guilherme",Portuguese (BR)
208925,46323,"Kamio, Shinichirou",Japanese
252295,10148,"Takahashi, Shinya",Japanese
252295,49522,"Camargo, Leonardo",Portuguese (BR)
208942,57921,"Kikuchi, Michitake",Japanese
208942,21937,"Minei, Alex",Portuguese (BR)
194766,49423,"Yano, Hinaki",Japanese
194766,69607,"Chu, Courtney",English
194766,56330,"Lauzeray Gishi, Anna",French
194766,58290,"Huerta, Polly",Spanish
194766,55789,"Rosis, Maria Clara",Portuguese (BR)
208941,236,"Touchi, Hiroki",Japanese
208941,43653,"Moreno, Sérgio",Portuguese (BR)
208918,58344,"Ishiguro, Fumitake",Japanese
208918,78046,"Lhommas, Benjamin",French
208918,65683,"Bernardes, Ed",Portuguese (BR)
208918,50084,"Whitten, Mark",English
208919,58344,"Ishiguro, Fumitake",Japanese
208921,893,"Kusunoki, Taiten",Japanese
208921,47178,"Guedes, Jonathan",Portuguese (BR)
208947,14157,"Takeda, Kouji",Japanese
256133,61366,Soungdok,Japanese
245257,41048,"Maekawa, Ryouko",Japanese
245257,59207,"Wild, Annie",English
245256,36479,"Hamano, Daiki",Japanese
245256,57922,"Kobari, Saki",Japanese
245256,69785,"Judge, Sean Patrick",English
245256,414,"Karbowski, Brittney",English
245265,129,"Seki, Toshihiko",Japanese
245265,40505,"Noble, Adam",English
245261,15461,"Terashima, Junta",Japanese
245261,13493,"Hayes, Houston",English
245259,1444,"Yamanoi, Jin",Japanese
245259,40618,"Galindo, Luis",English
252547,45591,"Ootomari, Takaki",Japanese
252547,10617,"Jones, Kyle Colby",English
245263,720,"Miyake, Kenta",Japanese
245263,473,"Gremillion, John",English
254619,6937,"Bifu, Hitoshi",Japanese
254619,200,"Hickman, Jay",English
248800,36471,"Takeuchi, Shunsuke",Japanese
248800,50495,"Daniels, Joe",English
245258,27017,"Mori, Nanako",Japanese
245258,50354,"Cuellar, Elissa",English
245264,144,"Toyoguchi, Megumi",Japanese
245264,35669,"Rial, Natalie",English
245266,8022,"Ugaki, Hidenari",Japanese
245266,201,"Swasey, John",English
255101,46323,"Kamio, Shinichirou",Japanese
248799,15919,"Murase, Ayumu",Japanese
245267,98,"Hatano, Wataru",Japanese
245267,62608,"Weir, Blake",English
245262,22,"Miki, Shinichiro",Japanese
245262,61047,"Stansbury, Jack",English
252873,35381,"Oi, Marie",Japanese
252873,1606,"Sumrall, Allison",English
254212,47739,"Ban, Taito",Japanese
22723,28,"Horie, Yui",Japanese
22723,6729,"Saxton, Jad",English
5187,167,"Kakihara, Tetsuya",Japanese
5187,860,"Haberkorn, Todd",English
4839,513,"Nakamura, Yuuichi",Japanese
4839,10880,"Pittman, Newton",English
5188,8,"Kugimiya, Rie",Japanese
5188,9526,"Ballard, Tia",English
5186,4,"Hirano, Aya",Japanese
5186,1650,"Leigh, Cherami",English
28886,6560,"Satou, Satomi",Japanese
28886,414,"Karbowski, Brittney",English
5189,92,"Ohara, Sayaka",Japanese
5189,472,"Clinkenbeard, Colleen",English
62439,935,"Ono, Fuyuka",Japanese
62439,35117,"Rodak, Mallorie",English
36687,22629,"Wehkamp, Christopher",English
36687,42,"Matsukaze, Masaya",Japanese
8296,413,"Kitamura, Eri",Japanese
8296,891,"Marchi, Jamie",English
31193,10064,"Iguchi, Yuuichi",Japanese
31193,41991,"Cherry, Eric",English
28559,935,"Ono, Fuyuka",Japanese
28559,10881,"Seidel, Lindsay",English
26799,10912,"Cavanagh, Jessica",English
26799,413,"Kitamura, Eri",Japanese
142768,25719,"Lauda, Brittany",English
29752,409,"Kawahara, Yoshihisa",Japanese
29752,11630,"Walker, Tyler",English
31156,5431,"Yandell, Barry",English
31156,11158,"Gotou, Hiroki",Japanese
130964,36895,"Connors, Amber Lee",English
130964,9973,"Numakura, Manami",Japanese
51153,5,"Suzumura, Kenichi",Japanese
51153,36973,"Storms, Garret",English
29502,21,"Inoue, Kazuhiko",Japanese
29502,39,"Douglas, Jason",English
31146,1513,"Kawanabe, Masaki",Japanese
31146,10668,"Mathis, Brian",English
28546,10022,"Shimoyama, Yoshimitsu",Japanese
28546,16641,"Tindle, Austin",English
142549,,,
5333,800,"Tsuji, Shinpachi",Japanese
5333,480,"Elliott, R. Bruce",English
5333,66010,"Acosta, Brandon",English
8294,20,"Konishi, Katsuyuki",Japanese
8294,340,"Seitz, Patrick",English
163664,1436,Mugihito,Japanese
163664,5440,"Hennigan, Sean",English
51171,33757,"Jones, Michael",English
51171,79,"Sakurai, Takahiro",Japanese
29755,5451,"Seto, Saori",Japanese
29755,313,"Glass, Caitlin",English
22751,666,"McCollum, Robert",English
22751,87,"Namikawa, Daisuke",Japanese
51183,470,"Koorogi, Satomi",Japanese
51183,38428,"Bennett, Dawn M.",English
31157,37146,"Ryan, Chris",English
40157,12117,"Campbell, Bradley",English
177100,270,"Okamoto, Nobuhiko",Japanese
177100,42373,"Saab, Alejandro",English
29754,95,"Suwabe, Junichi",Japanese
29754,251,"Burgmeier, John",English
248032,7263,"Hikasa, Youko",Japanese
248032,24063,"Searcy, Molly",English
194520,11784,"Uchiyama, Yumi",Japanese
194520,18057,"Garrett, Morgan",English
35202,254,"Dismuke, Aaron",English
35202,206,"Kondo, Takashi",Japanese
51185,148,"Uechi, Aki",Japanese
51185,53815,"Etheridge, Marti",English
9719,31,"Nakahara, Mai",Japanese
9719,659,"Palencia, Brina",English
194521,16959,"Yamamoto, Itaru",Japanese
194521,64505,"Ofoegbu, William",English
29493,655,"Ise, Mariya",Japanese
29493,60287,"Alyea, Hannah",English
164912,34209,"Umehara, Yuuichirou",Japanese
164912,50616,"Campbell, Aaron",English
31153,1433,"Sekiguchi, Eiji",Japanese
31153,5990,"Campbell, Charles",English
28548,124,"Arai, Satomi",Japanese
28548,20811,"Chase, Angela",English
31195,10065,"Hayama, Ikumi",Japanese
31195,16643,"Yu, Apphia",English
33526,236,"Touchi, Hiroki",Japanese
33526,43093,"Kunda, Gabe",English
31192,,,
61229,30375,"Maxwell, Elizabeth",English
61229,78,"Nazuka, Kaori",Japanese
16893,98,"Hatano, Wataru",Japanese
16893,9777,"Wald, David",English
56775,65358,"Thomas, Daniel Van",English
31194,10059,"Kageura, Daisuke",Japanese
31194,14477,"Lush, Gregory",English
194517,81,"Mizuki, Nana",Japanese
194519,371,"Hamada, Kenji",Japanese
194519,66408,"Letourneau, Sean",English
30225,1133,"Sakurai, Harumi",Japanese
30225,327,"Savage, Carrie",English
5190,1683,"Ono, Ryouko",Japanese
5190,159,"Rial, Monica",English
5334,25,"Yasumoto, Hiroki",Japanese
5334,253,"Sabat, Christopher",English
36718,37957,"Briner, Justin",English
36718,935,"Ono, Fuyuka",Japanese
164911,48122,"Suzushiro, Sayumi",Japanese
164911,53629,"Perez, Celeste",English
37771,21333,"Guerrero, Chris",English
37771,137,"Hayami, Show",Japanese
50163,859,"Clark, Leah",English
28116,99,"Sawashiro, Miyuki",Japanese
28116,9078,"Doty, Terri",English
36689,46744,"Mullenix, Travis",English
37720,7152,"McDonald, Joel",English
235205,720,"Miyake, Kenta",Japanese
235207,11641,"Kuno, Misaki",Japanese
235206,600,"Toyonaga, Toshiyuki",Japanese
235204,19884,"Oonishi, Saori",Japanese
235203,9580,"Satou, Takuya",Japanese
252744,12018,"Hatanaka, Tasuku",Japanese
254130,685,"Matsuyama, Takashi",Japanese
256222,761,"Genda, Tesshou",Japanese
255260,12737,"Nagatsuma, Juri",Japanese
243974,1762,"Kimura, Ryouhei",Japanese
243973,29957,"Shimoji, Shino",Japanese
243975,48814,"Tokudome, Shinnosuke",Japanese
251971,10461,"Asakura, Ayumu",Japanese
251972,20156,"Ishikawa, Kaito",Japanese
254132,47739,"Ban, Taito",Japanese
251970,32943,"Sekine, Akira",Japanese
254135,49016,"Katou, Wataru",Japanese
253117,47086,"Tadokoro, Hinata",Japanese
249313,74700,"Nagaoka, Ryuho",Japanese
253462,47873,"Ueda, Hitomi",Japanese
254131,48606,"Onishi, Aguri",Japanese
251942,761,"Genda, Tesshou",Japanese
254133,825,"Nagano, Yoshikazu",Japanese
250881,1519,"Ichijo, Kazuya",Japanese
250879,75524,"Suminaga, Yuuta",Japanese
254391,77656,"Namiki, Sakura",Japanese
254134,229,"Imaruoka, Atsushi",Japanese
249314,20,"Konishi, Katsuyuki",Japanese
207950,86,"Fukuyama, Jun",Japanese
207953,53401,"Murakami, Manatsu",Japanese
252481,395,"Inada, Tetsu",Japanese
253532,66657,"Hosoda, Kenta",Japanese
254184,270,"Okamoto, Nobuhiko",Japanese
254561,5427,"Hashi, Takaya",Japanese
207955,93,"Itou, Shizuka",Japanese
207954,44317,"Iwami, Manaka",Japanese
254186,820,"Majima, Junji",Japanese
207958,11784,"Uchiyama, Yumi",Japanese
254185,47668,Volcano Ota,Japanese
207956,231,"Uo, Ken",Japanese
252483,255,"Chiba, Shigeru",Japanese
207961,10571,"Tone, Kentarou",Japanese
254183,103,Kujira,Japanese
207952,36812,"Waki, Azumi",Japanese
254560,41,"Honda, Takako",Japanese
207957,39009,"Takao, Kanon",Japanese
247488,898,Cho,Japanese
207951,49788,"Tachibana, Hina",Japanese
255329,7288,"Okitsu, Kazuyuki",Japanese
196218,48147,"Maeda, Kaori",Japanese
196218,47671,"González, Nycolle",Spanish
196218,20094,"Alencar, Bianca",Portuguese (BR)
208231,43105,"Watabe, Sayumi",Japanese
208231,1662,"Lobo, Ana",Spanish
208231,53018,"Pazete, Natali",Portuguese (BR)
208230,48122,"Suzushiro, Sayumi",Japanese
208230,52919,"Rojas, Annie",Spanish
208230,53028,"Stefane, Mayara",Portuguese (BR)
208230,60998,"García, María",Spanish
196217,30853,"Enoki, Junya",Japanese
196217,57718,"Bastidas, Iván",Spanish
196217,44847,"Bougleux, Erick",Portuguese (BR)
196217,68199,"Rodríguez Ramírez, Ángel Iván",Spanish
196217,44343,"Leal, Miguel Ángel",Spanish
196219,34951,"Kitou, Akari",Japanese
196219,57300,"Miranda, Azucena",Spanish
196219,43644,"Laynes, Bruna",Portuguese (BR)
196219,77007,"Chora Miuller, Milah Bonnie",Spanish
208246,50037,"Yamane, Aya",Japanese
208246,57478,"Miuller, Scarlet",Spanish
208246,44033,"Feijó, Taís",Portuguese (BR)
253859,64390,"Izumi, Fuuka",Japanese
253859,68170,"Ramírez, Yanitzé",Spanish
253297,27017,"Mori, Nanako",Japanese
253297,68639,"Marques, Isabelle",Portuguese (BR)
253860,39674,"Asahina, Madoka",Japanese
253860,21755,"Villa, Angélica",Spanish
253860,43999,"Celini, Letícia",Portuguese (BR)
208240,48048,"Hasegawa, Ikumi",Japanese
208240,75617,"Faleiro, Fê",Portuguese (BR)
208232,25437,"Ichimichi, Mao",Japanese
208232,56736,"Casas, Adriana",Spanish
208232,72617,"Jardim, Linn",Portuguese (BR)
255784,95,"Suwabe, Junichi",Japanese
254741,1133,"Sakurai, Harumi",Japanese
254741,75869,"Miragaia, Sabrina",Portuguese (BR)
208237,45452,"Nukui, Yuka",Japanese
208237,34843,"Palomanes, Luisa",Portuguese (BR)
208237,57208,"Barragán, Alicia",Spanish
253861,43104,"Hirose, Yuuki",Japanese
253861,59292,"Vela, Lily",Spanish
253861,75967,"Garcia, Eduarda",Portuguese (BR)
208238,2,"Sugita, Tomokazu",Japanese
208238,44467,"de Almeida, Cláudio Galvan",Portuguese (BR)
208238,57219,"Ortega, Gerardo",Spanish
254742,47414,"Sugiyama, Riho",Japanese
254742,63024,"Albuquerque, Carol",Portuguese (BR)
253858,47695,"Machiyama, Serina",Japanese
208233,59535,"Olarra, Sandra",Spanish
208233,45496,"Mano, Ayumi",Japanese
208233,77499,"Mota, Manuela",Portuguese (BR)
151626,17629,"Shiraishi, Haruka",Japanese
151626,34855,"Shipman, Megan",English
151627,47097,"Ichinose, Kana",Japanese
151627,51029,"Lo, Emi",English
151625,37562,"Chiba, Shouya",Japanese
151625,16775,"Fajardo, Ricco",English
254066,1489,"Maeno, Tomoaki",Japanese
254066,77840,"Hamill, Nic",English
183640,10094,"Fukushima, Jun",Japanese
255441,13,"Kawasumi, Ayako",Japanese
255755,25,"Yasumoto, Hiroki",Japanese
255755,39472,"Smith, Mike",English
254068,80,"Hisakawa, Aya",Japanese
183637,23249,"Yamashita, Seiichirou",Japanese
183637,74099,"Green, Justin",English
183645,39149,"Tomita, Miyu",Japanese
183645,58595,"Diaz, Lisette Monique",English
183638,48122,"Suzushiro, Sayumi",Japanese
183638,41966,"Harris, Jill",English
254067,10765,"Kayano, Ai",Japanese
254067,59351,"Cruz, Kelsey",English
254330,16959,"Yamamoto, Itaru",Japanese
183648,49032,"Natsuyoshi, Yuuko",Japanese
183648,79183,"Mayes, Adrian",English
253397,45452,"Nukui, Yuka",Japanese
254756,37495,"Yoshino, Yuna",Japanese
255187,34,"Kobayashi, Yuu",Japanese
183646,56386,"Hishikawa, Hana",Japanese
183646,68096,"Martin, Cayla",English
255186,8555,"Kanemoto, Hisako",Japanese
255186,30379,"Apprill, Bryn",English
183643,262,"Horiuchi, Kenyuu",Japanese
254329,53530,"Kahara, Moe",Japanese
254329,74804,"Marano, Rebecca",English
183644,7263,"Hikasa, Youko",Japanese
183644,50419,"Van Sistine, Natalie",English
254328,11162,"Fujii, Yukiyo",Japanese
183639,10929,Lynn,Japanese
183639,59414,"Pettit, Corey",English
254069,338,"Uchida, Naoya",Japanese
243894,17635,"Furukawa, Makoto",Japanese
240639,55585,"Umeda, Shuuichirou",Japanese
240640,53824,"Youmiya, Hina",Japanese
252663,11030,"Anzai, Chika",Japanese
255185,49325,"Miura, Chiyuki",Japanese
255769,23249,"Yamashita, Seiichirou",Japanese
255182,12041,"Ookubo, Rumi",Japanese
255181,46800,"Kawase, Maki",Japanese
254071,55550,"Oosuzu, Kouki",Japanese
255453,64404,"Osanai, Reo",Japanese
254763,39938,"Fujiwara, Natsumi",Japanese
254070,11787,"Seto, Asami",Japanese
254072,46833,"Shin, Yuuki",Japanese
255768,9510,"Miyamoto, Yume",Japanese
254764,869,"Hayami, Saori",Japanese
252272,29667,"Ishiya, Haruki",Japanese
252271,12705,"Murata, Taishi",Japanese
252270,51716,"Ono, Tomohiro",Japanese
255184,69249,"Ooki, Saeko",Japanese
252269,53901,"Miura, Katsuyuki",Japanese
255183,11659,"Takamori, Natsumi",Japanese
255767,47865,"Uenishi, Teppei",Japanese
252268,47364,"Shimabukuro, Miyuri",Japanese
155497,26705,"Kobayashi, Yuusuke",Japanese
155497,650,"Liebrecht, Jason",English
155497,55790,"Mafra, João Vitor",Portuguese (BR)
155497,56591,"Rojas, Tommy",Spanish
155676,21517,"Amamiya, Sora",Japanese
155676,10073,"Neves, Emily",English
155676,43706,"Ricci, Kandy Kathy",Portuguese (BR)
155676,47713,"Robles, Jocelyn",Spanish
184402,10217,"Ishihara, Kaori",Japanese
184402,50079,"Roach, Sarah",English
184402,56857,"Valente, Melina",Portuguese (BR)
184402,57214,"Jiménez, Yahayra",Spanish
250216,7288,"Okitsu, Kazuyuki",Japanese
250216,57032,"Rocha, Kadu",Portuguese (BR)
251819,160,"Koyasu, Takehito",Japanese
251819,64668,"Barone, Dalton",Portuguese (BR)
250218,137,"Hayami, Show",Japanese
250218,43859,"Morales, Alex",Portuguese (BR)
252286,34785,"Takahashi, Rie",Japanese
252286,65479,"Schneider, Ana Paula",Portuguese (BR)
252286,43260,"Morris, Madeleine",English
185745,6996,"Taketatsu, Ayana",Japanese
185745,46131,"Castañeda, Carla",Spanish
185745,47003,"Chambers, Dani",English
185745,11520,"Baroli, Luciana",Portuguese (BR)
245540,30853,"Enoki, Junya",Japanese
245540,77789,"Quelle, Lucas",Portuguese (BR)
252817,40779,"Kawamura, Rie",Japanese
252817,61308,"Bray, Marianne",English
252817,78246,"Ferrari, Fabiana",Portuguese (BR)
184403,42439,"Shiraki, Nao",Japanese
184403,10881,"Seidel, Lindsay",English
184403,76137,"Baptista, Carolina",Portuguese (BR)
184403,57319,"de Anda, Ximena",Spanish
187837,112,"Midorikawa, Hikaru",Japanese
187837,50266,"Goff, Kellen",English
187837,55781,"Henrique, Celso",Portuguese (BR)
186221,36812,"Waki, Azumi",Japanese
186221,51029,"Lo, Emi",English
186221,55572,"Neves, Mariana",Portuguese (BR)
186221,57227,"Hamed, Marisol",Spanish
189589,99,"Sawashiro, Miyuki",Japanese
189589,51626,"Quinones, Anairis",English
189589,52887,"Souza, Patrícia",Portuguese (BR)
189589,57224,"Orozco, Andrea",Spanish
186222,80,"Hisakawa, Aya",Japanese
186222,10292,"Munoz, Anastasia",English
186222,11453,"Marinho, Raquel",Portuguese (BR)
186222,62434,"Juárez, Alma",Spanish
253199,24265,"Tanaka, Minami",Japanese
253199,65654,"Passos, Clarah",Portuguese (BR)
245539,39149,"Tomita, Miyu",Japanese
245539,58299,"Aylla, Camilla",Portuguese (BR)
185746,39127,"Kasama, Jun",Japanese
185746,55953,"Prado, Fernando",Portuguese (BR)
250215,2,"Sugita, Tomokazu",Japanese
